id,clarification_question
136912,"i don't understand the part that "" estimation method is biased "" . from your description it seems you have a list of counts , so no estimation was done ( so nothing can be biased ) . maybe the sample is biased ?"
137005,"the standard way is to use ordinary least squares with no weights at all . in what sense does this "" perform poorly "" for the higher values of $ x $ ?"
137263,the function ` covmcd ` in ` robustbase ` both produce a vector of robust mahalanobis distances ( usually called statistical distances ) wrt to the fmcd estimates of covariance and location . try ?
137288,could you please explain the purpose behind this intended splitting ?
137386,"as a matter of terminology , the first bullet is called a "" model-based approach "" while the second is a "" design-based approach . "" [ googling ] ( url ) will provide literature examples . as far as ( 2 ) goes , i'm not sure what you are asking , because it is unclear to which "" techniques "" you refer and even the sense of "" fundamentally different "" seems a little vague . perhaps you could elaborate on these points ?"
137714,"this is rather a jumble of not-too-closely related questions that seem to be concerned about estimates , counts , and fitting distributions . as such they will be difficult to decipher or answer . what is really going on ?"
137850,what kind of differences are you looking for ?
137906,this is a regression with errors in variables or random / mixed effects . the mcmc issue should be clarified and may asked as a separate question . do you observe the $ x_i $ 's ?
138084,"as a matter of terminology , assumption ( 3 ) implies $ x $ is a random variable . therefore $ g ( x ) $ is a random variable , too . one would not ordinarily refer to it as something that can be "" estimated . "" in fact , it's not entirely clear what you mean by this expression : does "" $ x_1 $ "" refer to ( a ) one value of $ x_1 $ for one of your observations ; ( b ) the vector of values for all such observations ; or ( c ) an independent random variable with the same distribution as the random variable $ x_1 $ in the model ?"
138625,"your first paragraph refers to "" the covariance of a vector "" . your second paragraph refers to "" the third moment of a matrix "" . how are you defining "" the third moment of a matrix "" ?"
138656,do you have information about the full $ 2 times 2 $ contingency table ?
138768,"your model is unusual . you don't have a term w / only x & not also d , but then you have an interaction term . this is usually a bad thing to do , but perhaps this is intended as the data generating process . are you sure you want it that way ?"
139292,how do you know that y and z do not satisfy the ph assumption ?
139677,"most optimization methods ( except for the most naive and simplistic ) will succeed with this function , because it is purely quadratic . could you explain your concern about real-valued parameters ?"
139761,what have you tried and where do you encounter problems ?
139697,what distributions are known exactly other than $ p ( m ) $ and $ p ( theta ) $ ?
139838,"this question is extremely broad , because it ( implicitly ) covers all of time-series analysis and spatial analysis , yet it doesn't even describe what kinds of data you might have . are you actually interested in birds or are you using them as a metaphor for some other problem ?"
